maDiaDiem,tenDiaDiem,moTa,diaChi,maTinhThanh,loaiDiaDiem,viDo,kinhDo,giaVe,gioMoCua,gioDongCua,dienThoai,website,danhGiaTrungBinh,soLuotDanhGia,soLuotXem,maNguoiTao,ngayTao,lanCapNhatCuoi,trangThai,dacDiem,tienNghi
236,Khu vui chơi giải trí Sala,,"145 Chánh Môn A, Thành phố Tây Ninh",49,dia_danh,0.0,0.0,0.0,,,0848646566,,0.0,0,0,,2026-05-27 16:38:12,2026-05-27 16:38:12,active,"{""category"": ""dest"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/dest/?item=1084"", ""email"": """", ""item_id"": ""1084"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
237,Khu du lịch Ma Thiên Lãnh,,", Thành phố Tây Ninh",49,dia_danh,0.0,0.0,0.0,,,,,0.0,0,0,,2026-05-27 16:38:12,2026-05-27 16:38:12,active,"{""category"": ""dest"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/dest/?item=1083"", ""email"": """", ""item_id"": ""1083"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
238,Khu du lịch Long Điền Sơn,,"Đường số 08 Trần Phú, Bình Minh, Thành phố Tây Ninh",49,dia_danh,0.0,0.0,0.0,,,0919075792,,0.0,0,0,,2026-05-27 16:38:12,2026-05-27 16:38:12,active,"{""category"": ""dest"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/dest/?item=1082"", ""email"": ""longdienson@gmail.com"", ""item_id"": ""1082"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
239,Di tích lịch sử văn hóa chiến thắng Tua Hai,,"ấp Tua Hai, Huyện Châu Thành",22,dia_danh,0.0,0.0,0.0,,,,,0.0,0,0,,2026-05-27 16:38:12,2026-05-27 16:38:12,active,"{""category"": ""dest"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/dest/?item=1081"", ""email"": """", ""item_id"": ""1081"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
240,Cồn Phú Đa,,"xã Vĩnh Bình, huyện Chợ Lách, Huyện Chợ Lách, Bến Tre",6,dia_danh,0.0,0.0,0.0,,,,,0.0,0,0,,2026-05-27 16:38:12,2026-05-27 16:38:12,active,"{""category"": ""dest"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/dest/?item=1080"", ""email"": """", ""item_id"": ""1080"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
241,Khu du lịch Làng bè,,"81b/6b ấp Mỹ An, Phú Túc, Huyện Châu Thành, Bến Tre",6,dia_danh,0.0,0.0,0.0,,,02750947278822,,0.0,0,0,,2026-05-27 16:38:12,2026-05-27 16:38:12,active,"{""category"": ""dest"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/dest/?item=1079"", ""email"": ""dulichlangbe@gmail.com"", ""item_id"": ""1079"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
242,Khu du lịch Lan Vương,,"tỉnh lộ 887 thuộc Ấp 2, Thành phố Bến Tre, Bến Tre",6,dia_danh,0.0,0.0,0.0,,,02750906767898,,0.0,0,0,,2026-05-27 16:38:12,2026-05-27 16:38:12,active,"{""category"": ""dest"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/dest/?item=1078"", ""email"": """", ""item_id"": ""1078"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
243,Bãi biển Thừa Đức Bình Đại,,"Thừa Đức Bình Đại, Huyện Bình Đại, Bến Tre",6,dia_danh,0.0,0.0,0.0,,,,,0.0,0,0,,2026-05-27 16:38:12,2026-05-27 16:38:12,active,"{""category"": ""dest"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/dest/?item=1077"", ""email"": """", ""item_id"": ""1077"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
244,Búng Bình Thiên,,"Xã Khánh Bình, Nhơn Hội và thị trấn Long Bình, Huyện An Phú",22,dia_danh,0.0,0.0,0.0,,,,,0.0,0,0,,2026-05-27 16:38:12,2026-05-27 16:38:12,active,"{""category"": ""dest"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/dest/?item=1075"", ""email"": """", ""item_id"": ""1075"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
245,Khu Sinh thái Nhà Xưa,,"rạch Ông Me thuộc ấp Phước Ngươn A, Huyện Long Hồ, Vĩnh Long",56,dia_danh,0.0,0.0,0.0,,,027002703963099,,0.0,0,0,,2026-05-27 16:38:12,2026-05-27 16:38:12,active,"{""category"": ""dest"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/dest/?item=1074"", ""email"": """", ""item_id"": ""1074"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
246,Khu du lịch Vinh Sang,,"Khu du lịch Vinh Sang, Huyện Long Hồ, Vĩnh Long",56,dia_danh,0.0,0.0,0.0,,,027002706277277,,0.0,0,0,,2026-05-27 16:38:12,2026-05-27 16:38:12,active,"{""category"": ""dest"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/dest/?item=1073"", ""email"": """", ""item_id"": ""1073"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
247,Khu du lich sinh thái Hoàng Hảo,,"QL 57, Thanh Đức, Huyện Long Hồ, Vĩnh Long",56,dia_danh,0.0,0.0,0.0,,,027002703899699,,0.0,0,0,,2026-05-27 16:38:12,2026-05-27 16:38:12,active,"{""category"": ""dest"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/dest/?item=1072"", ""email"": """", ""item_id"": ""1072"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
248,Chùa cổ Long An,,"Ấp Mỹ Trung, Huyện Trà Ôn, Vĩnh Long",56,dia_danh,0.0,0.0,0.0,,,,,0.0,0,0,,2026-05-27 16:38:12,2026-05-27 16:38:12,active,"{""category"": ""dest"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/dest/?item=1071"", ""email"": """", ""item_id"": ""1071"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
249,Chợ nổi Trà Ôn,,", Huyện Trà Ôn, Vĩnh Long",56,dia_danh,0.0,0.0,0.0,,,,,0.0,0,0,,2026-05-27 16:38:12,2026-05-27 16:38:12,active,"{""category"": ""dest"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/dest/?item=1070"", ""email"": """", ""item_id"": ""1070"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
250,Thác đá Granite,,"nằm ẩn mình trong khu rừng già, Tà Đùng, Huyện Đăk Glong, Đắc Nông",14,dia_danh,0.0,0.0,0.0,,,,,0.0,0,0,,2026-05-27 16:38:12,2026-05-27 16:38:12,active,"{""category"": ""dest"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/dest/?item=1069"", ""email"": """", ""item_id"": ""1069"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
251,Núi lửa Băng Mo,,"Tổ 4, Cư Jút, Huyện Cư Jút, Đắc Nông",0,dia_danh,0.0,0.0,0.0,,,,,0.0,0,0,,2026-05-27 16:38:12,2026-05-27 16:38:12,active,"{""category"": ""dest"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/dest/?item=1068"", ""email"": """", ""item_id"": ""1068"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
252,Di tích lịch sử Ngục Đắk Mil,,"thôn 9, Huyện Đắk Mil, Đắc Nông",14,dia_danh,0.0,0.0,0.0,,,,,0.0,0,0,,2026-05-27 16:38:12,2026-05-27 16:38:12,active,"{""category"": ""dest"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/dest/?item=1067"", ""email"": """", ""item_id"": ""1067"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
253,Hồ Tây,,", Đức Lập, Huyện Đắk Mil, Đắc Nông",14,dia_danh,0.0,0.0,0.0,,,,,0.0,0,0,,2026-05-27 16:38:12,2026-05-27 16:38:12,active,"{""category"": ""dest"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/dest/?item=1066"", ""email"": """", ""item_id"": ""1066"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
254,Di tích Đồi 722,,"thôn Thổ Hoàng 4, Huyện Đắk Mil, Đắc Nông",14,dia_danh,0.0,0.0,0.0,,,,,0.0,0,0,,2026-05-27 16:38:12,2026-05-27 16:38:12,active,"{""category"": ""dest"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/dest/?item=1065"", ""email"": """", ""item_id"": ""1065"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
255,Tháp Yang Prong,,"thôn 5, Ea Rốk, Huyện Ea Súp, Đắc Lắk",0,dia_danh,0.0,0.0,0.0,,,,,0.0,0,0,,2026-05-27 16:38:12,2026-05-27 16:38:12,active,"{""category"": ""dest"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/dest/?item=1064"", ""email"": """", ""item_id"": ""1064"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
256,Thác Thủy Tiên,,"thôn Giang Tiến, Huyện Krông Năng, Đắc Lắk",0,dia_danh,0.0,0.0,0.0,,,,,0.0,0,0,,2026-05-27 16:38:12,2026-05-27 16:38:12,active,"{""category"": ""dest"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/dest/?item=1063"", ""email"": """", ""item_id"": ""1063"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
257,Thác Dray Nur,,"Buôn Kuốp, Huyện Krông A Na, Đắc Lắk",0,dia_danh,0.0,0.0,0.0,,,,,0.0,0,0,,2026-05-27 16:38:12,2026-05-27 16:38:12,active,"{""category"": ""dest"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/dest/?item=1062"", ""email"": """", ""item_id"": ""1062"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
258,Đình Lạc Giao,,"67 Phan Bội Châu, Thành phố Buôn Ma Thuột, Đắc Lắk",22,dia_danh,0.0,0.0,0.0,,,,,0.0,0,0,,2026-05-27 16:38:12,2026-05-27 16:38:12,active,"{""category"": ""dest"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/dest/?item=1061"", ""email"": """", ""item_id"": ""1061"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
259,Bảo tàng Đắk Lắk,,"02 Y Ngông, Thành phố Buôn Ma Thuột, Đắc Lắk",0,dia_danh,0.0,0.0,0.0,,,,,0.0,0,0,,2026-05-27 16:38:12,2026-05-27 16:38:12,active,"{""category"": ""dest"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/dest/?item=1060"", ""email"": """", ""item_id"": ""1060"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
260,Làng nghề dệt chiếu Hới,,"Làng Hới, Huyện Hưng Hà, Thái Bình",50,dia_danh,0.0,0.0,0.0,,,,,0.0,0,0,,2026-05-27 16:38:12,2026-05-27 16:38:12,active,"{""category"": ""dest"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/dest/?item=1059"", ""email"": """", ""item_id"": ""1059"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
261,Khu du lịch Cồn Đen,,", Thái Bình",50,dia_danh,0.0,0.0,0.0,,,,,0.0,0,0,,2026-05-27 16:38:12,2026-05-27 16:38:12,active,"{""category"": ""dest"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/dest/?item=1058"", ""email"": """", ""item_id"": ""1058"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
262,Lễ hội Đình Sàn,,"Làng Sàn, Huyện Lục Nam, Bắc Ninh",5,dia_danh,0.0,0.0,0.0,,,,,0.0,0,0,,2026-05-27 16:38:12,2026-05-27 16:38:12,active,"{""category"": ""dest"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/dest/?item=807"", ""email"": """", ""item_id"": ""807"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
263,Thác Háng Tề Chơ,,"Bản Đề Chơ, Phình Hồ, Huyện Trạm Tấu, Lào Cai",34,dia_danh,0.0,0.0,0.0,,,,,0.0,0,0,,2026-05-27 16:38:12,2026-05-27 16:38:12,active,"{""category"": ""dest"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/dest/?item=1057"", ""email"": """", ""item_id"": ""1057"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
264,Thác Pú Nhu,,"Bản Pú Nhu, Huyện Mù Căng Chải, Lào Cai",34,dia_danh,0.0,0.0,0.0,,,,,0.0,0,0,,2026-05-27 16:38:12,2026-05-27 16:38:12,active,"{""category"": ""dest"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/dest/?item=1056"", ""email"": """", ""item_id"": ""1056"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
265,Suối Giàng,,", Huyện Văn Chấn, Lào Cai",34,dia_danh,0.0,0.0,0.0,,,,,0.0,0,0,,2026-05-27 16:38:12,2026-05-27 16:38:12,active,"{""category"": ""dest"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/dest/?item=1055"", ""email"": """", ""item_id"": ""1055"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
266,Thác Pa Sỹ,,"làng Kon Tu Rằng, Huyện Kon Plông, Kon Tum",30,dia_danh,0.0,0.0,0.0,,,,,0.0,0,0,,2026-05-27 16:38:12,2026-05-27 16:38:12,active,"{""category"": ""dest"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/dest/?item=1054"", ""email"": """", ""item_id"": ""1054"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
267,Núi Chư Hreng,,"nằm ở phía nam của thành phố Kon Tum, Đăk Rơ Wa, Thành phố Kon Tum, Kon Tum",30,dia_danh,0.0,0.0,0.0,,,,,0.0,0,0,,2026-05-27 16:38:12,2026-05-27 16:38:12,active,"{""category"": ""dest"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/dest/?item=1052"", ""email"": """", ""item_id"": ""1052"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
268,Khu du lịch Đầm Vạc,,", Thành phố Vĩnh Yên, Vĩnh Phúc",57,dia_danh,0.0,0.0,0.0,,,,,0.0,0,0,,2026-05-27 16:38:12,2026-05-27 16:38:12,active,"{""category"": ""dest"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/dest/?item=1051"", ""email"": """", ""item_id"": ""1051"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
269,Hồ Đăk Ke,,"Thuộc khu du lịch sinh thái Măng Đen, Huyện Kon Plông, Kon Tum",30,dia_danh,0.0,0.0,0.0,,,,,0.0,0,0,,2026-05-27 16:38:12,2026-05-27 16:38:12,active,"{""category"": ""dest"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/dest/?item=1050"", ""email"": """", ""item_id"": ""1050"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
270,Cầu treo Kon Klor,,"Đường Bắc Kạn, Kon Tum, Thành phố Kon Tum, Kon Tum",4,dia_danh,0.0,0.0,0.0,,,,,0.0,0,0,,2026-05-27 16:38:12,2026-05-27 16:38:12,active,"{""category"": ""dest"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/dest/?item=1049"", ""email"": """", ""item_id"": ""1049"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
271,Bảo tàng Kon Tum,,"659 Nguyễn Huệ, Thành phố Kon Tum, Kon Tum",30,dia_danh,0.0,0.0,0.0,,,,,0.0,0,0,,2026-05-27 16:38:12,2026-05-27 16:38:12,active,"{""category"": ""dest"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/dest/?item=1048"", ""email"": """", ""item_id"": ""1048"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
272,Hồ Xạ Hương,,", Huyện Tam Đảo, Vĩnh Phúc",57,dia_danh,0.0,0.0,0.0,,,,,0.0,0,0,,2026-05-27 16:38:12,2026-05-27 16:38:12,active,"{""category"": ""dest"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/dest/?item=1047"", ""email"": """", ""item_id"": ""1047"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
273,Làng gốm Hương Canh,,"thôn Lò Cang, Bình Nguyên, Huyện Bình Xuyên, Vĩnh Phúc",57,dia_danh,0.0,0.0,0.0,,,,,0.0,0,0,,2026-05-27 16:38:12,2026-05-27 16:38:12,active,"{""category"": ""dest"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/dest/?item=1046"", ""email"": """", ""item_id"": ""1046"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
274,Khu du lịch Văn hóa Phương Nam - Nam Phương Linh Từ,,", Tân Khánh Trung, Huyện Lấp Vò",22,dia_danh,0.0,0.0,0.0,,,0913492727,https://www.dulichphuongnam.com,0.0,0,0,,2026-05-27 16:38:12,2026-05-27 16:38:12,active,"{""category"": ""dest"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/dest/?item=1045"", ""email"": ""dulichvanhoaphuongnam@gmail.com"", ""item_id"": ""1045"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
275,Khu di tích Gò Tháp,,"Ấp 1, Huyện Tháp Mười",22,dia_danh,0.0,0.0,0.0,,,,https://www.bqlkdtgt.dongthap.gov.vn,0.0,0,0,,2026-05-27 16:38:12,2026-05-27 16:38:12,active,"{""category"": ""dest"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/dest/?item=1044"", ""email"": ""bqlkdtgt@dongthap.gov.vn"", ""item_id"": ""1044"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
276,Chùa Phước Kiển (Chùa Lá Sen),,", Huyện Châu Thành",22,dia_danh,0.0,0.0,0.0,,,0389414163,,0.0,0,0,,2026-05-27 16:38:12,2026-05-27 16:38:12,active,"{""category"": ""dest"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/dest/?item=1043"", ""email"": """", ""item_id"": ""1043"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
277,Khu du lịch sinh thái Gáo Giồng,,"Ấp 6, Huyện Cao Lãnh",17,dia_danh,0.0,0.0,0.0,,,0918993380,,0.0,0,0,,2026-05-27 16:38:12,2026-05-27 16:38:12,active,"{""category"": ""dest"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/dest/?item=1042"", ""email"": ""dlstgaogiong@gmail.com"", ""item_id"": ""1042"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
278,Khu du lịch Cánh đồng Hoa Hồng Sa Đéc,,"Đường Cao Thắng, khóm Tân Hiệp, Thành phố Sa Đéc",22,dia_danh,0.0,0.0,0.0,,,0939999059,,0.0,0,0,,2026-05-27 16:38:12,2026-05-27 16:38:12,active,"{""category"": ""dest"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/dest/?item=1041"", ""email"": """", ""item_id"": ""1041"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
279,Nhà cổ Huỳnh Thủy Lê,,"255A Nguyễn Huệ, Thành phố Sa Đéc",64,dia_danh,0.0,0.0,0.0,,,,,0.0,0,0,,2026-05-27 16:38:12,2026-05-27 16:38:12,active,"{""category"": ""dest"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/dest/?item=1040"", ""email"": ""nhacohuynhthuyle@gmail.com"", ""item_id"": ""1040"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
280,Vườn cò Hải Lựu,,"thôn Dừa Lễ, Hải Lựu, Huyện Sông Lô, Vĩnh Phúc",57,dia_danh,0.0,0.0,0.0,,,,,0.0,0,0,,2026-05-27 16:38:12,2026-05-27 16:38:12,active,"{""category"": ""dest"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/dest/?item=1039"", ""email"": """", ""item_id"": ""1039"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
281,Thác Phú Cường,,"QL25, Huyện Chư Sê",0,dia_danh,0.0,0.0,0.0,,,,,0.0,0,0,,2026-05-27 16:38:12,2026-05-27 16:38:12,active,"{""category"": ""dest"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/dest/?item=1038"", ""email"": """", ""item_id"": ""1038"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
282,Thác Lệ Kim,,", Huyện Ia Grai",0,dia_danh,0.0,0.0,0.0,,,,,0.0,0,0,,2026-05-27 16:38:12,2026-05-27 16:38:12,active,"{""category"": ""dest"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/dest/?item=1037"", ""email"": """", ""item_id"": ""1037"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
283,Thác Chín Tầng,,", Huyện Ia Grai",0,dia_danh,0.0,0.0,0.0,,,,,0.0,0,0,,2026-05-27 16:38:12,2026-05-27 16:38:12,active,"{""category"": ""dest"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/dest/?item=1036"", ""email"": """", ""item_id"": ""1036"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
284,Thác Bàu Cạn,,"Đội 3, Huyện Chư Prông",0,dia_danh,0.0,0.0,0.0,,,,,0.0,0,0,,2026-05-27 16:38:12,2026-05-27 16:38:12,active,"{""category"": ""dest"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/dest/?item=1035"", ""email"": """", ""item_id"": ""1035"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
285,Núi Hàm Rồng,,"Nằm trên Quốc lộ 14B, Thành phố Pleiku",18,dia_danh,0.0,0.0,0.0,,,,,0.0,0,0,,2026-05-27 16:38:12,2026-05-27 16:38:12,active,"{""category"": ""dest"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/dest/?item=1034"", ""email"": """", ""item_id"": ""1034"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
286,Nhà thờ Bác Trạch,,", Tây Tiền Hải, Huyện Tiền Hải, Thái Bình",50,dia_danh,0.0,0.0,0.0,,,,,0.0,0,0,,2026-05-27 16:38:12,2026-05-27 16:38:12,active,"{""category"": ""dest"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/dest/?item=1033"", ""email"": """", ""item_id"": ""1033"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
287,Làng nhà sàn Thái Hải,,"Xóm Mỹ Hào, Thành phố Thái Nguyên, Thái Nguyên",51,dia_danh,0.0,0.0,0.0,,,,,0.0,0,0,,2026-05-27 16:38:12,2026-05-27 16:38:12,active,"{""category"": ""dest"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/dest/?item=1032"", ""email"": """", ""item_id"": ""1032"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
288,Trại ngựa Bá Vân,,", Thành phố Sông Công, Thái Nguyên",51,dia_danh,0.0,0.0,0.0,,,,,0.0,0,0,,2026-05-27 16:38:12,2026-05-27 16:38:12,active,"{""category"": ""dest"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/dest/?item=1031"", ""email"": """", ""item_id"": ""1031"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
289,Hồ Vai Miếu,,", Vạn Phú, Huyện Đại Từ, Thái Nguyên",51,dia_danh,0.0,0.0,0.0,,,,,0.0,0,0,,2026-05-27 16:38:12,2026-05-27 16:38:12,active,"{""category"": ""dest"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/dest/?item=1030"", ""email"": """", ""item_id"": ""1030"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
290,Thác Khuôn Tát,,"Xóm Tỉn Keo, Phú Đình, Huyện Định Hóa, Thái Nguyên",51,dia_danh,0.0,0.0,0.0,,,,,0.0,0,0,,2026-05-27 16:38:12,2026-05-27 16:38:12,active,"{""category"": ""dest"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/dest/?item=1029"", ""email"": """", ""item_id"": ""1029"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
291,Hồ Ghềnh Chè,,", Thành phố Sông Công, Thái Nguyên",51,dia_danh,0.0,0.0,0.0,,,,,0.0,0,0,,2026-05-27 16:38:12,2026-05-27 16:38:12,active,"{""category"": ""dest"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/dest/?item=1028"", ""email"": """", ""item_id"": ""1028"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
292,Chùa Hang Thái Nguyên,,"Thị trấn Chùa Hang, Huyện Đồng Hỷ, Thái Nguyên",51,dia_danh,0.0,0.0,0.0,,,,,0.0,0,0,,2026-05-27 16:38:12,2026-05-27 16:38:12,active,"{""category"": ""dest"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/dest/?item=1027"", ""email"": """", ""item_id"": ""1027"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
293,Đồi chè Tân Cương,,", Tân Cương, Thành phố Thái Nguyên, Thái Nguyên",51,dia_danh,0.0,0.0,0.0,,,,,0.0,0,0,,2026-05-27 16:38:12,2026-05-27 16:38:12,active,"{""category"": ""dest"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/dest/?item=1026"", ""email"": """", ""item_id"": ""1026"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
294,Đát Đắng,,", Huyện Đại Từ, Thái Nguyên",51,dia_danh,0.0,0.0,0.0,,,,,0.0,0,0,,2026-05-27 16:38:12,2026-05-27 16:38:12,active,"{""category"": ""dest"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/dest/?item=1025"", ""email"": """", ""item_id"": ""1025"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
295,Thác Nậm Rứt (Mưa Rơi),,"Bản Nậm Rứt, Thần Sa, Huyện Võ Nhai, Thái Nguyên",51,dia_danh,0.0,0.0,0.0,,,,,0.0,0,0,,2026-05-27 16:38:12,2026-05-27 16:38:12,active,"{""category"": ""dest"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/dest/?item=1024"", ""email"": """", ""item_id"": ""1024"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
296,Thác Prenn,,"Đèo Prenn, Thành phố Đà Lạt, Lâm Đồng",32,dia_danh,0.0,0.0,0.0,,,,,0.0,0,0,,2026-05-27 16:38:12,2026-05-27 16:38:12,active,"{""category"": ""dest"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/dest/?item=1023"", ""email"": """", ""item_id"": ""1023"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
